model,availability,price,barcode
"FES452960","0","704.3500","4014549752456"
"FES452965","0","108.7000","4014549754559"
"FES452970","15","952.1700","4014549098356"
"FES452971","3","1039.1300","4014549098455"
"FES452972","8","1130.4300","4014549098554"
"FES452973","4","1217.3900","4014549098653"
"FES452986","1","4756.5200","4014549107454"
"FES452992","2","206.6000","4014549752852"
"FES453067","1","52.1700","4014549551455"
"FES453072","1","169.5700","4014549551752"
"FES453082","1","21.7400","4014549552254"
"FES453315","5","26.0900","4014549002964"
"FES453316","-3","30.4300","4014549002933"
"FES453370","28","21.7400","8590163073536"
"FES453371","18","21.7400","8590163073543"
"FES453373","1","91.3000","4014549002872"
"FES453491","2","43.4800","4014549573853"
"FES453547","0","21.7400","4014549019047"
"FES453584","1","21.7400","4014549578353"
"FES453707","2","134.7800","4014549585955"
"FES453841","1","530.4300","4014549002414"
"FES453978","2","143.4800","4014549755952"
"FES454157","0","704.3500","4014549007969"
"FES454158","0","769.5700","4014549104255"
"FES454597","0","160.8700","4014549018118"
"FES454642","3","300.4500","4014549016244"
"FES454737","4","2995.6500","4014549748053"
"FES454743","2","143.4800","4014549753453"
"FES454746","3","695.6500","4014549753552"
"FES454747","1","247.8300","4014549753651"
"FES454748","0","152.1700","4014549753750"
"FES454749","1","817.3900","4014549753859"
"FES454750","0","369.5700","4014549753958"
"FES454757","2","2948.8500","4014549104651"
"FES454770","4","2621.7400","4014549103050"
"FES454800","0","2139.1300","4014549748756"
"FES454808","0","10847.8300","4014549113752"
"FES454869","3","1656.5200","4014549128657"
"FES454966","0","2382.6100","4014549060124"
"FES455242","2","1878.2600","4014549003398"
"FES455289","1","95.6500","4014549003527"
"FES455356","4","208.7000","4014549004388"
"FES455365","7","281.7500","4014549008263"
"FES455585","0","86.9600","4014549003718"
"FES455589","0","69.5700","4014549003725"
"FES455593","1","21.7400","4014549114810"
"FES455609","0","52.1700","4014549004814"
"FES455615","2","78.2600","4014549757352"
"FES455671","0","121.7400","4014549066522"
"FES455695","1","743.4800","4014549006375"
"FES455770","3","91.3000","4014549003930"
"FES455791","0","26.0900","4014549004173"
"FES455852","1","108.7000","4014549008270"
"FES455953","1","178.2600","4014549005187"
"FES455974","0","21.7400","4014549004869"
"FES456057","2","96.7500","4014549016114"
"FES456737","0","3560.8700","4014549121757"
"FES456738","0","3747.8300","4014549121856"
"FES456746","0","4399.6000","4014549000168"
"FES456773","-2","2226.0900","4014549008188"
"FES456790","2","473.9100","4014549013786"
"FES456804","0","2400.0000","4014549023037"
"FES456805","1","295.6500","4014549013748"
"FES456806","0","784.2000","4014549014066"
"FES456813","3","91.3000","4014549016510"
"FES456814","0","165.2200","4014549016527"
"FES456817","7","743.4800","4014549016565"
"FES456819","0","1026.0900","4014549016596"
"FES456822","0","178.2600","4014549016633"
"FES456826","1","347.8300","4014549016688"
"FES456870","2","1221.7400","4014549033487"
"FES456871","0","1339.1300","4014549033494"
"FES456874","0","1452.1700","4014549033517"
"FES457074","1","21.7400","4014549005033"
"FES457115","4","26.0900","4014549004821"
"FES457116","0","21.7400","4014549004838"
"FES457184","2","295.6500","4014549011126"
"FES457185","0","682.3500","4014549011133"
"FES457284","13","34.7800","4014549004999"
"FES457301","0","595.6500","4014549005040"
"FES457333","8","6982.6100","4014549005583"
"FES457337","2","26.0900","4014549005064"
"FES457351","2","47.8300","4014549005439"
"FES457383","0","34.7800","4014549005071"
"FES457410","7","386.9600","4014549015483"
"FES457600","3","386.9600","4014549005231"
"FES457603","0","404.3500","4014549005279"
"FES457606","0","182.6100","4014549005170"
"FES457638","4","392.1000","4014549008836"
"FES457657","0","26.0900","4014549005194"
"FES457740","0","30.4300","4014549038192"
"FES457741","2","295.6500","4014549038239"
"FES457742","16","21.7400","4014549038284"
"FES457743","3","39.1300","4014549038178"
"FES457744","8","21.7400","4014549038314"
"FES457748","6","21.7400","4014549038369"
"FES457751","0","26.0900","4014549038383"
"FES457753","6","21.7400","4014549038345"
"FES457754","0","21.7400","4014549038321"
"FES457755","0","21.7400","4014549038338"
"FES457766","2","21.7400","4014549038222"
"FES457767","0","21.7400","4014549038246"
"FES457920","1","113.0400","4014549005668"
"FES458613","0","26.0900","4014549006290"
"FES458614","0","21.7400","4014549006313"
"FES458753","0","400.0000","4014549006283"
"FES458756","0","400.0000","4014549006368"
"FES458983","0","249.5500","4014549006627"
"FES459115","0","404.3500","4014549006641"
"FES459116","0","3121.7400","4014549011232"
"FES459179","2","34.7800","4014549018897"
"FES459182","3","869.5700","4014549018927"
"FES459185","1","239.1300","4014549018972"
"FES459186","11","21.7400","4014549019221"
"FES459187","0","30.4300","4014549019139"
"FES459195","0","39.1300","4014549019313"
"FES459199","3","47.8300","4014549018989"
"FES459202","0","21.7400","4014549019245"
"FES459212","2","113.0400","4014549018934"
"FES459213","3","65.2200","4014549018941"
"FES459214","0","21.7400","4014549019160"
"FES459220","1","21.7400","4014549019368"
"FES459222","1","26.0900","4014549019337"
"FES459224","0","21.7400","4014549019344"
"FES459225","0","21.7400","4014549019375"
"FES459226","1","100.0000","4014549018910"
"FES459229","5","39.1300","4014549019085"
"FES459253","0","26.0900","4014549019214"
"FES459254","10","30.4300","4014549187784"
"FES459255","5","26.0900","4014549019238"
"FES459271","2","21.7400","4014549084236"
"FES459319","0","986.9600","4014549006955"
"FES459427","3","95.6500","4014549038215"
"FES459433","4","21.7400","4014549038642"
"FES459852","0","178.2600","4014549006863"
"FES459897","0","65.2200","4014549006832"
"FES459936","3","21.7400","4039793023572"
"FES459937","0","21.7400","8590163980988"
"FES460101","0","117.3900","4014549038666"
"FES460463","0","386.9600","4014549007020"
"FES460673","8","117.3900","4014549007167"
"FES460683","0","65.2200","4014549055694"
"FES460738","2","117.3900","4014549084328"
"FES460820","1","78.2600","4014549084335"
"FES461121","0","386.9600","4014549035047"
"FES461124","0","386.9600","4014549084342"
"FES461389","3","98.6000","4014549019191"
"FES461407","0","21.7400","4014549019184"
"FES461678","21","21.7400","4014549007365"
"FES461902","5","739.1300","4014549015162"
"FES461904","2","21.7400","4014549038260"
"FES461987","10","121.7400","4014549059036"
"FES462072","6","300.0000","4014549021668"
"FES462096","2","221.7400","4014549015179"
"FES462115","0","86.9600","4014549019078"
"FES462119","4","913.0400","4014549009697"
"FES462187","7","47.8300","4014549015063"
"FES462193","2","747.8300","4014549008867"
"FES462203","0","1113.0400","4014549009215"
"FES462220","0","1004.3500","4014549008829"
"FES462227","0","17.3900","4014549014448"
"FES462228","0","434.7800","4014549053645"
"FES462229","0","100.0000","4014549014479"
"FES462230","0","21.7400","4014549014547"
"FES462275","3","30.4300","4014549019269"
"FES462385","0","60.8700","4014549009031"
"FES462575","0","95.6500","4014549014561"
"FES462603","3","91.3000","4014549038475"
"FES462604","0","21.7400","4014549038567"
"FES462606","3","39.1300","4014549038741"
"FES462611","2","65.2200","4014549038529"
"FES462619","0","43.4800","4014549038499"
"FES462620","2","178.2600","4014549038482"
"FES462621","1","69.5700","4014549038543"
"FES462628","1","21.7400","4014549039571"
"FES462635","0","73.9100","4014549038574"
"FES462637","5","252.1700","4014549039588"
"FES462647","1","391.3000","4014549038598"
"FES462656","0","21.7400","4014549014431"
"FES462668","0","60.8700","4014549038581"
"FES462760","0","39.1300","4014549187791"
"FES462795","6","147.8300","4014549014585"
"FES462864","4","1113.0400","4014549009123"
"FES462865","4","804.3500","4014549009161"
"FES462891","0","100.0000","4014549014622"
"FES463001","2","69.5700","4014549011171"
"FES463004","1","69.5700","4014549011164"
"FES463082","3","30.4300","4014549033890"
"FES463087","0","386.9600","4014549011546"
"FES463088","5","269.5700","4014549011584"
"FES463090","1","117.3900","4014549011621"
"FES463093","2","108.7000","4014549011591"
"FES463095","4","21.7400","4014549011560"
"FES463147","0","126.0900","4014549046319"
"FES463162","2","2257.6500","4014549038680"
"FES463178","0","160.8700","4014549036877"
"FES463179","0","91.3000","4014549039618"
"FES463199","0","178.2600","4014549039090"
"FES463277","0","491.3000","4014549022993"
"FES463293","0","526.0900","4014549046678"
"FES463325","3","56.5200","4014549015643"
"FES463326","1","47.8300","4014549015667"
"FES463357","6","130.4300","4014549046586"
"FES463360","1","160.8700","4014549046616"
"FES463361","3","426.0900","4014549046623"
"FES463362","3","95.6500","4014549046630"
"FES463567","4","234.7800","4014549011669"
"FES463590","0","21.7400","4014549039311"
"FES463934","0","21.7400","4014549039229"
"FES463936","2","578.2600","4014549037171"
"FES463970","0","317.3900","4026657113906"
"FES463998","0","21.7400","4014549038826"
"FES464116","8","69.5700","4014549031322"
"FES464212","0","343.4800","4014549056066"
"FES464213","2","1802.6500","4014549056073"
"FES464218","1","91.3000","4014549056127"
"FES464239","1","56.5200","4014549056196"
"FES464707","0","56.5200","4014549056219"
"FES464713","0","21.7400","4014549039373"
"FES464829","5","78.2600","4014549068731"
"FES464837","2","21.7400","4014549068762"
"FES464839","1","21.7400","4014549068779"
"FES464840","1","669.5700","4014549068786"
"FES464847","2","21.7400","4014549068816"
"FES464873","9","226.0900","4014549075678"
"FES465006","1","21.7400","4014549074732"
"FES465015","2","39.1300","4014549020937"
"FES465024","0","21.7400","4014549068830"
"FES465032","1","69.5700","4014549068861"
"FES465070","1","500.0000","4014549021644"
"FES465072","1","60.8700","4014549056233"
"FES465079","0","21.7400","4014549068878"
"FES465089","0","21.7400","4014549021217"
"FES465111","3","226.0900","4014549074763"
"FES465112","1","134.7800","4014549074770"
"FES465113","7","269.5700","4014549074787"
"FES465121","0","1578.2600","4014549000106"
"FES465163","7","43.4800","4014549114896"
"FES465171","1","382.6100","4014549074817"
"FES465174","3","465.2200","4014549074831"
"FES465175","6","786.9600","4014549074862"
"FES465176","0","469.5700","4014549074879"
"FES465184","2","47.8300","4014549037515"
"FES465193","2","34.7800","4014549068922"
"FES465203","0","21.7400","4014549068939"
"FES465204","0","95.6500","4014549068960"
"FES465360","1","26.0900","4014549074886"
"FES465367","2","352.1700","4014549116272"
"FES465387","4","56.5200","4014549116586"
"FES465407","0","208.7000","4014549116845"
"FES465449","0","121.7400","4014549037577"
"FES465465","2","21.7400","4014549074916"
"FES465469","3","156.5200","4014549074923"
"FES465470","2","160.8700","4014549074930"
"FES465489","0","78.2600","4014549044032"
"FES465559","1","21.7400","4014549074978"
"FES465561","11","21.7400","4014549074985"
"FES465565","3","21.7400","4014549075012"
"FES465575","0","47.8300","4014549068984"
"FES465606","0","973.9100","4014549039496"
"FES465708","0","552.1700","4014549049372"
"FES465883","0","182.6100","4014549037881"
"FES465947","2","282.6100","4014549069011"
"FES466015","0","26.0900","4014549069028"
"FES466093","13","21.7400","4014549069035"
"FES466094","12","21.7400","4014549069066"
"FES466262","1","30.4300","4014549069073"
"FES466338","10","21.7400","4014549043981"
"FES466357","21","1965.2200","4014549032695"
"FES466680","0","639.1300","4014549038086"
"FES467297","7","169.5700","4014549058114"
"FES467456","0","21.7400","4014549134672"
"FES467464","0","61.1500","8590163928836"
"FES467493","4","81.5000","8590163929130"
"FES467534","3","556.5200","4014549058121"
"FES467610","0","586.9600","4014549111444"
"FES467673","1","56.5200","4014549056240"
"FES467692","4","40.7500","4014549069134"
"FES467699","0","30.5500","8590163929376"
"FES467819","0","60.8700","4014549064061"
"FES467882","0","2217.3900","4014549063064"
"FES467884","2","28.2000","4014549075067"
"FES467934","4","61.1500","4014549057414"
"FES467943","0","122.1000","4014549075074"
"FES467959","3","21.7400","4014549069158"
"FES467992","0","243.4800","4014549083147"
"FES467996","1","117.4000","4014549069172"
"FES469040","2","69.5700","4014549070468"
"FES469072","0","25.5000","4014549061282"
"FES469074","1","56.5200","4014549056271"
"FES469075","0","134.7800","4014549070475"
"FES469141","1","47.8300","4014549070482"
"FES469152","3","26.0900","4014549075975"
"FES469459","11","18.8000","4014549075081"
"FES469499","3","25.5000","4014549115046"
"FES469502","1","34.7800","4014549076026"
"FES469515","2","78.2600","4014549120279"
"FES469643","0","26.0900",""
"FES469725","3","47.8300","4014549063293"
"FES469778","0","26.0900","4014549082584"
"FES469800","1","73.9100","4014549069325"
"FES469815","0","178.2500","8590163929413"
"FES469816","0","21.7400","4014549057445"
"FES469856","1","18.8000","4014549075135"
"FES469881","1","65.2200","4014549115145"
"FES469882","1","65.2200","4014549115169"
"FES469883","1","69.5700","4014549115176"
"FES469884","1","73.9100","4014549113318"
"FES469885","0","73.9100","4014549113295"
"FES469886","1","34.7800","4014549067116"
"FES469936","0","113.0400","8590163914716"
"FES469941","0","56.5200","4014549058640"
"FES469942","3","204.3500","4014549058664"
"FES469943","2","513.0400","4014549058626"
"FES469944","3","421.7400","4014549058633"
"FES470024","1","2404.3500","4014549058572"
"FES470026","1","1091.3000","4014549058589"
"FES470029","0","56.5200","4014549115428"
"FES470216","2","21.7400","4014549069387"
"FES470240","0","2769.5700","4014549065198"
"FES470301","1","47.8300","4014549079348"
"FES470345","3","356.5200","4014549063231"
"FES470365","0","26.0900","4026657104980"
"FES470381","5","43.4800","4026657109145"
"FES470518","0","121.7400","4014549091760"
"FES470560","0","21.7400","4014549091821"
"FES470593","0","234.7800","4014549115817"
"FES470612","1","30.4300","4014549117064"
"FES470613","1","47.8300","4014549117071"
"FES470615","0","28.2000","4014549117095"
"FES470616","1","34.7800","4014549117118"
"FES470617","3","3756.5000","4014549092095"
"FES470631","2","21.7400","4014549091616"
"FES470634","3","95.6500","4014549091937"
"FES470635","0","160.8700","4014549091920"
"FES470636","-2","21.7400","4014549091944"
"FES470641","0","21.7400","4014549091968"
"FES470642","0","330.4300","4014549091999"
"FES470644","0","376.6000","4014549093412"
"FES470645","2","78.2600","4014549091234"
"FES470646","0","21.7400","4014549091241"
"FES470647","2","39.1300","4014549091272"
"FES470648","0","30.4300","4014549091289"
"FES470649","0","26.0900","4014549091319"
"FES470650","0","291.3000","4014549091340"
"FES470652","0","117.3900","4014549091364"
"FES470657","23","60.8700","4014549092040"
"FES470660","0","34.7800","4014549092064"
"FES470661","3","47.8300","4014549092170"
"FES470663","2","595.6500","4014549092088"
"FES470664","0","230.4300","4014549092439"
"FES470665","3","121.7400","4014549092071"
"FES470685","3","26.0900","4014549092187"
"FES470686","3","104.3500","4014549092194"
"FES470687","3","21.7400","4014549092163"
"FES470708","0","65.2200","4014549115411"
"FES470717","10","21.7400","4014549091197"
"FES470739","0","295.6500","4014549116746"
"FES470740","0","39.1300","4014549116784"
"FES470741","0","39.1300","4014549116791"
"FES470762","0","26.0900","4014549091265"
"FES470767","2","117.3900","4014549091296"
"FES470772","2","39.1300","4014549092361"
"FES470783","1","21.7400","4014549091173"
"FES470805","0","21.7400","4014549115985"
"FES470817","1","213.0400","4014549091449"
"FES470885","2","95.6500","4014549091838"
"FES470886","4","34.7800","4014549091845"
"FES470894","10","543.4800","4014549091548"
"FES470978","2","21.7400","4014549092279"
"FES471179","1","91.3000","4014549115787"
"FES471202","3","47.8300","4014549083314"
"FES471209","4","47.8300","4014549091210"
"FES471313","2","43.4800","4014549091869"
"FES471315","3","26.0900","4014549089866"
"FES471316","3","113.0400","4014549089842"
"FES471448","2","21.7400","4014549091227"
"FES471450","1","52.1700","4014549093962"
"FES471469","0","71.3500","4014549116081"
"FES471476","4","43.4800","4014549115794"
"FES471543","0","1517.4500","8590163914556"
"FES471641","1","117.3900","4014549079737"
"FES471820","3","21.7400","4014549092392"
"FES471861","1","339.1300","4014549117033"
"FES471863","1","143.4800","4014549117163"
"FES471864","1","1195.6500","4014549118696"
"FES471948","0","191.3000","4014549092477"
"FES471952","1","69.5700","4014549117149"
"FES472013","0","21.7400","4014549116869"
"FES472015","0","21.7400","4014549081471"
"FES472017","5","21.7400","4014549120231"
"FES472034","3","65.2200","4014549137550"
"FES472035","2","56.5200","4014549120330"
"FES472065","1","34.7800","4014549117132"
"FES472770","7","21.7400","4014549081389"
"FES472860","1","486.9600","4014549118818"
"FES472861","3","486.9600","4014549118795"
"FES472862","0","930.4300","4014549118825"
"FES472863","0","1352.1700","4014549118832"
"FES472982","0","34.7800","4014549133835"
"FES473159","0","373.9100","8590163914679"
"FES473160","0","956.5200","8590163914655"
"FES473244","1","34.7800","4014549117279"
"FES473324","1","52.1700","4014549117385"
"FES473334","1","91.3000","4014549117873"
"FES473344","3","47.8300","4014549117774"
"FES473363","3","424.5000","4014549092798"
"FES473432","1","26.0900","4014549092811"
"FES473479","3","21.7400","4014549092828"
"FES473480","2","21.7400","4014549092835"
"FES473505","1","21.7400","4014549092866"
"FES473550","2","108.7000","4014549097014"
"FES473656","0","52.1700","4014549092873"
"FES473808","0","78.2600","4014549117965"
"FES473809","0","100.0000","4014549117972"
"FES473810","0","91.3000","4014549117989"
"FES473812","0","78.2600","4014549118016"
"FES473886","0","356.4500","4014549118269"
"FES473901","5","21.7400","4026657104553"
"FES473966","0","73.9100","4014549118030"
"FES474284","0","21.7400","4014549093016"
"FES474364","0","169.5700","4014549097076"
"FES474450","3","65.2200","4014549118443"
"FES474681","6","21.7400","4014549120439"
"FES474776","0","106.9500","4014549135327"
"FES474909","1","86.9600","4014549119013"
"FES474911","1","26.0900","4014549134689"
"FES474913","3","91.3000","4014549120446"
"FES474969","1","113.0400","4014549119037"
"FES475217","1","1060.8700","4014549118931"
"FES475455","0","573.9100","4026657108353"
"FES475607","6","21.7400","4014549155820"
"FES475760","0","43.4800","4014549160299"
"FES475775","3","69.5700","4014549160046"
"FES475787","0","21.7400","4014549160220"
"FES475788","0","34.7800","4014549160237"
"FES476013","1","26.0900","4014549119549"
"FES476015","0","460.8700","4014549121672"
"FES476016","0","134.7800","4014549121825"
"FES476043","0","334.7800","4014549120484"
"FES476490","1","1451.2500","4014549134825"
"FES476525","0","21.7400","4014549160343"
"FES476787","0","21.7400","4014549120477"
"FES476795","9","26.0900","4014549135761"
"FES477002","0","21.7400","4014549160916"
"FES477255","1","86.9600","4014549243381"
"FES477288","0","382.6100","4014549155967"
"FES477327","2","21.7400","4014549156049"
"FES477356","5","243.4800","4014549147979"
"FES477524","4","373.9100","4014549153994"
"FES477705","5","386.9600","4014549133972"
"FES477836","2","143.4800","4014549154939"
"FES477962","6","21.7400","4014549137772"
"FES477964","4","21.7400","4014549137765"
"FES478193","2","26.0900","4014549154168"
"FES478302","0","39.1300","4014549141724"
"FES478375","4","69.5700","4014549160329"
"FES478909","0","71.3500","4014549141717"
"FES479011","0","21.7400","4014549160336"
"FES479012","0","26.0900","4026657131597"
"FES479061","0","26.0900","4014549179345"
"FES479117","2","269.5700","4014549135662"
"FES479118","1","413.0400","4014549135679"
"FES479254","13","60.8700","4014549238783"
"FES479363","27","153.9000",""
"FES479364","22","193.6500",""
"FES479643","3","499.0500","4014549173480"
"FES479703","0","86.9600","4014549141786"
"FES479711","0","117.3900","4014549174579"
"FES479734","2","247.8300","4014549156391"
"FES479745","4","530.4300","4014549141793"
"FES479792","0","147.8300","4014549153291"
"FES479814","10","21.7400","4014549173596"
"FES480173","0","446.1000","4014549070901"
"FES480174","0","427.3000","4014549071007"
"FES480175","0","738.4000","4014549071106"
"FES480176","0","530.6000","4014549071205"
"FES480177","0","530.6000","4014549071304"
"FES481496","0","19.4000","4039793040364"
"FES481523","0","620.7500","4014549071403"
"FES481713","0","101.8500","4014549401408"
"FES481722","0","621.2500","4014549401804"
"FES481903","0","631.4000","4014549071700"
"FES481984","1","30.4300","4014549406007"
"FES482039","5","321.7400","4014549406601"
"FES482057","0","3493.5500","4014549071908"
"FES482083","1","1560.8700","4014549407103"
"FES482098","0","26.0900","4014549407509"
"FES482107","120","369.5700","4014549072004"
"FES482110","3","26.0900","4014549407608"
"FES482182","10","260.8700","4014549408704"
"FES482524","2","860.8700","4014549411605"
"FES482543","0","6082.6100","4014549072400"
"FES482544","0","10086.9600","4014549072509"
"FES482934","0","26.0900","4014549416204"
"FES483142","0","1339.1300","4014549074206"
"FES483143","0","1056.5200","4014549074305"
"FES483249","0","2324.3500","4014549074701"
"FES483333","0","95.6500","4014549421703"
"FES483350","0","86.9600","4014549422304"
"FES483358","2","800.0000","4014549075906"
"FES483372","0","178.2600","4014549076200"
"FES483373","0","346.3000","4014549076309"
"FES483446","0","47.8300","4014549424308"
"FES483449","0","91.3000","4014549424407"
"FES483582","2","204.3500","4014549077207"
"FES483674","9","226.0900","4014549079607"
"FES483679","-1","765.2200","4014549080009"
"FES483723","48","78.2600","4014549428306"
"FES483783","0","147.8300","4014549429709"
"FES483785","58","117.3900","4014549429808"
"FES483786","9","869.5700","4014549429907"
"FES483787","0","543.4800","4014549430002"
"FES483889","0","2230.4300","4014549080900"
"FES483903","0","1482.6100","4014549432709"
"FES483905","0","647.8300","4014549081006"
"FES483906","0","552.1700","4014549081105"
"FES483922","2","530.4300","4014549081303"
"FES483944","0","573.9100","4014549081402"
"FES484152","2","1026.0900","4014549085806"
"FES484173","6","500.0000","4014549087404"
"FES484176","0","269.5700","4014549087503"
"FES484247","1","499.0500","4014549438206"
"FES484280","2","73.9100","4014549439401"
"FES484285","1","1521.7400","4014549087909"
"FES484286","0","1773.9100","4014549088005"
"FES484287","0","2495.2000","4014549088104"
"FES484288","3","1773.9100","4014549088203"
"FES484289","9","2495.2000","4014549088302"
"FES484453","0","517.3900","4014549094303"
"FES484455","0","343.4800","4014549094402"
"FES484487","3","1100.0000","4014549442005"
"FES484507","0","360.8700","4014549094907"
"FES484509","2","1369.5700","4014549095003"
"FES484512","0","247.8300","4014549442500"
"FES484513","1","469.5700","4014549442609"
"FES484515","-1","569.5700","4014549095201"
"FES484518","0","691.3000","4014549095409"
"FES484519","0","691.3000","4014549095508"
"FES484520","2","3269.5700","4014549095607"
"FES484521","0","3813.0400","4014549095706"
"FES484522","0","3813.0400","4014549095805"
"FES484542","3","691.3000",""
"FES484550","0","570.3500","4014549443002"
"FES484561","5","747.8300","4014549443200"
"FES484615","0","747.8300","4014549443705"
"FES484685","0","804.3500","4014549445600"
"FES484694","0","556.5200","4014549445907"
"FES484727","0","500.0000","4014549097809"
"FES484728","0","673.9100","4014549097908"
"FES484733","2","5993.4500","4014549098400"
"FES485018","0","2065.2200","4014549105207"
"FES485096","0","613.0400","4014549107300"
"FES485097","0","413.0400","4014549107409"
"FES485099","0","473.9100","4014549107607"
"FES485108","1","47.8300","4014549467404"
"FES485169","0","717.3900","4014549468906"
"FES485172","2","3747.8000","4014549673201"
"FES485202","5","569.5700","4014549469309"
"FES485242","1","1834.7800","4014549109403"
"FES485246","49","878.2600","4014549109809"
"FES485253","4","1004.3500","4014549110409"
"FES485274","1","1069.5700","4014549111901"
"FES485296","2","1004.3500","4014549113301"
"FES485298","0","495.6500","4014549113400"
"FES485331","0","3813.0400","4014549116104"
"FES485332","1","691.3000","4014549116203"
"FES485486","0","1365.2200","4014549623701"
"FES485618","8","308.7000","4014549473108"
"FES485647","0","681.8000","4014549125403"
"FES485648","-1","860.8700","4014549125502"
"FES485724","5","491.3000","4014549125908"
"FES485737","1","269.9000","4014549771501"
"FES485758","2","1804.3500","4014549126608"
"FES485759","0","595.6500","4014549126707"
"FES485802","2","17.3900","4014549476000"
"FES485808","0","991.3000","4014549126905"
"FES485850","0","366.6500","4014549477502"
"FES485970","26","217.3900","4014549128008"
"FES485972","20","217.3900","4014549128206"
"FES486029","0","269.5700","4014549130308"
"FES486030","0","269.5700","4014549130407"
"FES486031","0","269.5700","4014549130506"
"FES486032","1","269.5700","4014549130605"
"FES486033","0","269.5700","4014549130704"
"FES486034","0","269.5700","4014549130803"
"FES486052","2","908.7000","4014549131008"
"FES486058","0","1504.3500","4014549131107"
"FES486202","1","39.1300","4014549602805"
"FES486241","0","1356.5200","4014549131701"
"FES486242","0","813.0400","4014549131800"
"FES486243","0","26.0900","4014549771709"
"FES486259","0","2004.3500","4014549606308"
"FES486296","0","1208.7000","4014549132005"
"FES486297","0","2065.2200","4014549132104"
"FES486298","0","1884.1000","4014549132203"
"FES486299","0","3295.6500","4014549132302"
"FES486317","7","217.3900","4014549598153"
"FES486333","20","104.3500","4014549608906"
"FES486371","1","717.3900","4014549133309"
"FES486374","0","943.4800","4014549156308"
"FES486375","0","3326.4000","4014549156407"
"FES486418","0","926.0900","4014549136607"
"FES486534","4","1839.1300","4014549138502"
"FES486546","16","178.4500","4014549138700"
"FES486547","4","295.8000","4014549138809"
"FES486548","2","253.5500","4014549138908"
"FES486549","7","342.8000","4014549139004"
"FES486553","7","455.5000","4014549139400"
"FES486554","-1","455.5000","4014549139509"
"FES486556","4","328.7000","4014549139608"
"FES486557","2","389.7500","4014549139707"
"FES486558","3","540.0000","4014549139806"
"FES486559","4","540.0000","4014549139905"
"FES486560","25","497.7500","4014549140000"
"FES486561","31","417.9000","4014549140109"
"FES486562","0","183.1500","4014549140208"
"FES486563","5","220.7000","4014549140307"
"FES486564","3","183.1500","4014549140406"
"FES486618","3","3595.6500","4014549306307"
"FES486636","2","1234.7800","4014549307700"
"FES486643","1","1134.7800","4014549609903"
"FES486686","3","895.6500","4014549610008"
"FES486688","4","1013.0400","4014549620700"
"FES486707","0","778.2600","4014549624807"
"FES486744","3","273.9100","4014549621004"
"FES486775","2","1839.1300","4014549772102"
"FES486880","0","100.0000","4014549676400"
"FES486938","3","4117.3900","4014549676905"
"FES486951","1","7006.7500","4014549677100"
"FES486962","0","784.2000","4014549158708"
"FES486963","2","1112.8500","4014549158807"
"FES486965","0","948.5000","4014549159002"
"FES487070","2","1152.1700","4014549157305"
"FES487085","0","426.0900","4014549678909"
"FES487160","0","304.3500","4014549159101"
"FES487161","0","285.1500","4014549159200"
"FES487165","0","1082.6100","4014549681305"
"FES487178","0","2395.6500","4014549681800"
"FES487230","0","395.6500","4014549773307"
"FES487271","0","2965.2200","4014549169506"
"FES487304","1","1421.7400","4014549168509"
"FES487424","2","152.1700","4014549774700"
"FES487466","1","178.2600","4014549775202"
"FES487467","0","117.3900","4014549775301"
"FES487482","0","1969.5700","4014549170007"
"FES487492","5","913.0400","4014549684801"
"FES487498","0","56.5200","4014549685006"
"FES487506","4","108.7000","4014549775905"
"FES487536","1","960.8700","4014549685501"
"FES487537","1","234.7800","4014549685600"
"FES487554","0","73.9100","4014549776605"
"FES487555","0","117.3900","4014549776704"
"FES487568","1","969.5700","4014549776902"
"FES487572","0","1873.9100","4014549618257"
"FES487656","0","756.5200","4014549686003"
"FES487674","2","243.4800","4014549778500"
"FES487681","1","2373.9100","4014549778708"
"FES487704","0","191.3000","4014549187807"
"FES487705","0","860.6000","4014549187609"
"FES487721","0","697.6500","4014549062159"
"FES487726","2","2260.8700","4014549779309"
"FES487751","3","1960.8700","4014549779606"
"FES487756","0","73.9100","4014549780107"
"FES487779","5","195.6500","4014549177105"
"FES487780","0","595.6500","4014549177204"
"FES487790","0","1495.6500","4014549177907"
"FES487791","2","656.5200","4014549780305"
"FES487792","11","334.7800","4014549780404"
"FES487794","2","152.1700","4014549780602"
"FES487795","1","308.7000","4014549780701"
"FES487798","2","369.5700","4014549781005"
"FES487800","3","404.3500","4014549781203"
"FES487807","0","1026.0900","4014549781401"
"FES487808","2","221.7400","4014549781500"
"FES487822","6","1313.0400","4014549782002"
"FES487824","2","421.7400","4014549782200"
"FES487825","2","952.1700","4014549782309"
"FES487826","4","286.9600","4014549782408"
"FES487828","3","173.9100","4014549182505"
"FES487834","0","508.7000","4014549782507"
"FES487841","0","182.6100","4014549782804"
"FES487842","3","939.1300","4014549782002"
"FES487844","0","256.5200","4014549783108"
"FES487845","8","578.2600","4014549783207"
"FES487846","0","443.0000","4014549783306"
"FES487847","1","613.0400","4014549783405"
"FES487849","0","378.2600","4014549783603"
"FES487851","2","991.3000","4014549783702"
"FES487865","2","191.3000","4014549783801"
"FES487871","1","795.6500","4014549183106"
"FES487878","21","204.3500","4014549783900"
"FES487893","3","95.6500","4014549784204"
"FES487923","1","147.8300","4014549784501"
"FES487974","1","156.5200","4014549070956"
