model,availability,price,barcode
"RAW R-DRGH-2863","1","813.7500","5906675023410"
"RAW R-DRGH-3175","0","1009.1000","5906675023427"
"RAW R-DRGH-3190","8","1236.1500","5906675286181"
"RAW R-DRHDG-2851","0","7485.3500","5906675047478"
"RAW R-DRHDG-2863","0","7707.5600","5906675047485"
"RAW R-DRHDG-3175","0","5593.4100","5906675047492"
"RAW R-DRHDG-3190","0","2386.1000","5906675047508"
"RAW R-DRK-2863","0","2940.9400","5906675049786"
"RAW R-DRK-3163","0","7775.3700","5906675070964"
"RAW R-DRS-2863","0","21093.0900","5906675023380"
"RAW R-DSX-4040","0","160.5000","5906675377209"
"RAW R-DSX-4040-A2","25","519.7200","5906675377353"
"RAW R-DSX-4050","0","191.4600","5906675377216"
"RAW R-DSX-4050-A2","75","551.3000","5906675377360"
"RAW R-DSX-4060","0","218.8500","5906675377223"
"RAW R-DSX-4060-A2","0","612.8600","5906675377377"
"RAW R-DSX-4540","46","171.4800","5906675377230"
"RAW R-DSX-4540-A2","52","527.2500","5906675377384"
"RAW R-DSX-4550","12","194.0500","5906675377247"
"RAW R-DSX-4550-A2","0","539.9500","5906675377391"
"RAW R-DSX-4560","17","227.3600","5906675377254"
"RAW R-DSX-4560-A2","0","673.1800","5906675377407"
"RAW R-DSX-4570","0","149.3300","5906675377261"
"RAW R-DSX-4570-A2","0","393.2800","5906675377414"
"RAW R-DSX-4580","0","170.6700","5906675377278"
"RAW R-DSX-4580-A2","0","465.9400","5906675377421"
"RAW R-DSX-5050","31","122.3200","5906675377285"
"RAW R-DSX-5050-A2","100","326.8500","5906675377438"
"RAW R-DSX-5060","22","138.2300","5906675377292"
"RAW R-DSX-5060-A2","26","374.2200","5906675377445"
"RAW R-DSX-5070","0","152.5400","5906675377308"
"RAW R-DSX-5070-A2","0","419.6100","5906675377452"
"RAW R-DSX-5080","0","181.9000","5906675377315"
"RAW R-DSX-5080-A2","0","482.7100","5906675377469"
"RAW R-DSX-5100","0","261.5300","5906675377322"
"RAW R-DSX-5100-A2","0","606.0700","5906675377476"
"RAW R-DSX-5120","0","357.5000","5906675377339"
"RAW R-DSX-5120-A2","0","941.5500","5906675377483"
"RAW R-DSXM-4030-A2","0","17288.1500","5906675337364"
"RAW R-DSXM-4040-A2","0","14397.4500","5906675337371"
"RAW R-DSXM-4050-A2","0","11199.3500","5906675337388"
"RAW R-DSXM-4060-A2","0","9733.0500","5906675337395"
"RAW R-DSXM-4540","0","4116.2000","5906675337241"
"RAW R-DSXM-4540-A2","0","12657.0500","5906675337401"
"RAW R-DSXM-4550","0","3440.0000","5906675337258"
"RAW R-DSXM-4550-A2","0","9571.8000","5906675337418"
"RAW R-DSXM-4560","0","3021.8000","5906675337265"
"RAW R-DSXM-4560-A2","0","8951.5000","5906675337432"
"RAW R-DSXM-4570","0","3086.3000","5906675337272"
"RAW R-DSXM-4570-A2","0","8133.4500","5906675337449"
"RAW R-DSXM-4580","0","2520.9000","5906675337289"
